scene,method,t,x,y
1,A,1.3903,3.4711,7.0966
1,A,1.4037,3.5092,7.0969
1,A,1.4171,3.5475,7.0972
1,A,1.4304,3.5860,7.0974
1,A,1.4438,3.6246,7.0976
1,A,1.4572,3.6633,7.0977
1,A,1.4705,3.7021,7.0977
1,A,1.4839,3.7411,7.0977
1,A,1.4973,3.7802,7.0977
1,A,1.5106,3.8194,7.0976
1,A,1.5240,3.8587,7.0974
1,A,1.5374,3.8981,7.0972
1,A,1.5508,3.9375,7.0970
1,A,1.5641,3.9771,7.0966
1,A,1.5775,4.0167,7.0963
1,A,1.5909,4.0564,7.0959
1,A,1.6042,4.0962,7.0954
1,A,1.6176,4.1360,7.0948
1,A,1.6310,4.1759,7.0942
1,A,1.6443,4.2158,7.0936
1,A,1.6577,4.2558,7.0929
1,A,1.6711,4.2958,7.0921
1,A,1.6844,4.3358,7.0913
1,A,1.6978,4.3759,7.0905
1,A,1.7112,4.4160,7.0895
1,A,1.7245,4.4562,7.0886
1,A,1.7379,4.4963,7.0875
1,A,1.7513,4.5365,7.0864
1,A,1.7647,4.5767,7.0853
1,A,1.7780,4.6169,7.0841
1,A,1.7914,4.6571,7.0829
1,A,1.8048,4.6973,7.0816
1,A,1.8181,4.7376,7.0802
1,A,1.8315,4.7778,7.0788
1,A,1.8449,4.8180,7.0774
1,A,1.8582,4.8583,7.0759
1,A,1.8716,4.8985,7.0743
1,A,1.8850,4.9388,7.0727
1,A,1.8983,4.9790,7.0711
1,A,1.9117,5.0192,7.0694
1,A,1.9251,5.0594,7.0676
1,A,1.9384,5.0997,7.0659
1,A,1.9518,5.1399,7.0640
1,A,1.9652,5.1801,7.0621
1,A,1.9785,5.2203,7.0602
1,A,1.9919,5.2605,7.0583
1,A,2.0053,5.3007,7.0563
1,A,2.0187,5.3409,7.0542
1,A,2.0320,5.3811,7.0521
1,A,2.0454,5.4212,7.0500
1,A,2.0588,5.4614,7.0479
1,A,2.0721,5.5016,7.0457
1,A,2.0855,5.5417,7.0435
1,A,2.0989,5.5819,7.0412
1,A,2.1122,5.6220,7.0389
1,A,2.1256,5.6622,7.0366
1,A,2.1390,5.7023,7.0342
1,A,2.1523,5.7424,7.0319
1,A,2.1657,5.7826,7.0295
1,A,2.1791,5.8227,7.0270
1,A,2.1924,5.8628,7.0246
1,A,2.2058,5.9029,7.0221
1,A,2.2192,5.9430,7.0196
1,A,2.2326,5.9831,7.0171
1,A,2.2459,6.0232,7.0146
1,A,2.2593,6.0634,7.0121
1,A,2.2727,6.1035,7.0095
1,A,2.2860,6.1436,7.0069
1,A,2.2994,6.1837,7.0044
1,A,2.3128,6.2238,7.0018
1,A,2.3261,6.2639,6.9992
1,A,2.3395,6.3040,6.9966
1,A,2.3529,6.3441,6.9940
1,A,2.3662,6.3841,6.9914
1,A,2.3796,6.4242,6.9888
1,A,2.3930,6.4643,6.9863
1,A,2.4063,6.5044,6.9837
1,A,2.4197,6.5445,6.9811
1,A,2.4331,6.5846,6.9785
1,A,2.4464,6.6247,6.9760
1,A,2.4598,6.6648,6.9734
1,A,2.4732,6.7049,6.9709
1,A,2.4866,6.7450,6.9684
1,A,2.4999,6.7852,6.9659
1,A,2.5133,6.8253,6.9634
1,A,2.5267,6.8654,6.9609
1,A,2.5400,6.9055,6.9585
1,A,2.5534,6.9456,6.9561
1,A,2.5668,6.9857,6.9537
1,A,2.5801,7.0258,6.9513
1,A,2.5935,7.0660,6.9490
1,A,2.6069,7.1061,6.9467
1,A,2.6202,7.1462,6.9445
1,A,2.6336,7.1863,6.9422
1,A,2.6470,7.2265,6.9401
1,A,2.6603,7.2666,6.9379
1,A,2.6737,7.3067,6.9358
1,A,2.6871,7.3469,6.9337
1,A,2.7005,7.3870,6.9317
1,A,2.7138,7.4272,6.9298
1,A,2.7272,7.4673,6.9278
1,A,2.7406,7.5075,6.9260
1,A,2.7539,7.5476,6.9241
1,A,2.7673,7.5878,6.9223
1,A,2.7807,7.6279,6.9206
1,A,2.7940,7.6681,6.9190
1,A,2.8074,7.7083,6.9173
1,A,2.8208,7.7484,6.9158
1,A,2.8341,7.7886,6.9143
1,A,2.8475,7.8288,6.9129
1,A,2.8609,7.8690,6.9115
1,A,2.8742,7.9091,6.9102
1,A,2.8876,7.9493,6.9089
1,A,2.9010,7.9895,6.9078
1,A,2.9143,8.0297,6.9066
1,A,2.9277,8.0699,6.9056
1,A,2.9411,8.1101,6.9046
1,A,2.9545,8.1503,6.9037
1,A,2.9678,8.1905,6.9029
1,A,2.9812,8.2307,6.9021
1,A,2.9946,8.2708,6.9015
1,A,3.0079,8.3110,6.9009
1,A,3.0213,8.3512,6.9003
1,A,3.0347,8.3914,6.8999
1,A,3.0480,8.4316,6.8995
1,A,3.0614,8.4719,6.8992
1,A,3.0748,8.5121,6.8990
1,A,3.0881,8.5523,6.8989
1,A,3.1015,8.5925,6.8988
1,A,3.1149,8.6327,6.8989
1,A,3.1282,8.6729,6.8990
1,A,3.1416,8.7131,6.8992
1,A,3.1550,8.7533,6.8995
1,A,3.1684,8.7935,6.8999
1,A,3.1817,8.8337,6.9004
1,A,3.1951,8.8739,6.9009
1,A,3.2085,8.9141,6.9016
1,A,3.2218,8.9543,6.9023
1,A,3.2352,8.9945,6.9032
1,A,3.2486,9.0347,6.9041
1,A,3.2619,9.0749,6.9051
1,A,3.2753,9.1151,6.9062
1,A,3.2887,9.1552,6.9074
1,A,3.3020,9.1954,6.9087
1,A,3.3154,9.2356,6.9101
1,A,3.3288,9.2758,6.9116
1,A,3.3421,9.3160,6.9132
1,A,3.3555,9.3561,6.9149
1,A,3.3689,9.3963,6.9167
1,A,3.3822,9.4365,6.9186
1,A,3.3956,9.4766,6.9206
1,A,3.4090,9.5168,6.9227
1,A,3.4224,9.5569,6.9249
1,A,3.4357,9.5970,6.9272
1,A,3.4491,9.6372,6.9296
1,A,3.4625,9.6773,6.9321
1,A,3.4758,9.7174,6.9347
1,A,3.4892,9.7575,6.9374
1,A,3.5026,9.7976,6.9402
1,A,3.5159,9.8377,6.9431
1,A,3.5293,9.8778,6.9461
1,A,3.5427,9.9179,6.9493
1,A,3.5560,9.9580,6.9525
1,A,3.5694,9.9980,6.9558
1,A,3.5828,10.0381,6.9593
1,A,3.5961,10.0781,6.9628
1,A,3.6095,10.1181,6.9665
1,A,3.6229,10.1582,6.9703
1,A,3.6363,10.1982,6.9742
1,A,3.6496,10.2382,6.9781
1,A,3.6630,10.2782,6.9822
1,A,3.6764,10.3181,6.9864
1,A,3.6897,10.3581,6.9908
1,A,3.7031,10.3980,6.9952
1,A,3.7165,10.4380,6.9997
1,A,3.7298,10.4779,7.0044
1,A,3.7432,10.5178,7.0091
1,A,3.7566,10.5577,7.0140
1,A,3.7699,10.5976,7.0189
1,A,3.7833,10.6375,7.0240
1,A,3.7967,10.6773,7.0292
1,A,3.8100,10.7171,7.0345
1,A,3.8234,10.7570,7.0399
1,A,3.8368,10.7968,7.0454
1,A,3.8502,10.8366,7.0511
1,A,3.8635,10.8763,7.0568
1,A,3.8769,10.9161,7.0626
1,A,3.8903,10.9558,7.0686
1,A,3.9036,10.9956,7.0746
1,A,3.9170,11.0353,7.0808
1,A,3.9304,11.0750,7.0871
1,A,3.9437,11.1146,7.0934
1,A,3.9571,11.1543,7.0999
1,A,3.9705,11.1939,7.1065
1,A,3.9838,11.2336,7.1132
1,A,3.9972,11.2732,7.1200
1,A,4.0106,11.3128,7.1269
1,A,4.0239,11.3523,7.1338
1,A,4.0373,11.3919,7.1409
1,A,4.0507,11.4314,7.1481
1,A,4.0640,11.4710,7.1554
1,A,4.0774,11.5105,7.1628
1,A,4.0908,11.5499,7.1703
1,A,4.1042,11.5894,7.1779
1,A,4.1175,11.6289,7.1855
1,A,4.1309,11.6683,7.1933
1,A,4.1443,11.7077,7.2012
1,A,4.1576,11.7471,7.2091
1,A,4.1710,11.7865,7.2171
1,A,4.1844,11.8258,7.2253
1,A,4.1977,11.8652,7.2335
1,A,4.2111,11.9045,7.2418
1,A,4.2245,11.9438,7.2502
1,A,4.2378,11.9831,7.2587
1,A,4.2512,12.0224,7.2673
1,A,4.2646,12.0616,7.2759
1,A,4.2779,12.1009,7.2847
1,A,4.2913,12.1401,7.2935
1,A,4.3047,12.1793,7.3024
1,A,4.3181,12.2185,7.3114
1,A,4.3314,12.2577,7.3204
1,A,4.3448,12.2968,7.3296
1,A,4.3582,12.3359,7.3388
1,A,4.3715,12.3750,7.3481
1,A,4.3849,12.4141,7.3574
1,A,4.3983,12.4532,7.3669
1,A,4.4116,12.4923,7.3764
1,A,4.4250,12.5313,7.3860
1,A,4.4384,12.5704,7.3956
1,A,4.4517,12.6094,7.4053
1,A,4.4651,12.6484,7.4151
1,A,4.4785,12.6874,7.4250
1,A,4.4918,12.7263,7.4349
1,A,4.5052,12.7653,7.4449
1,A,4.5186,12.8042,7.4549
1,A,4.5319,12.8431,7.4650
1,A,4.5453,12.8820,7.4752
1,A,4.5587,12.9209,7.4854
1,A,4.5721,12.9598,7.4957
1,A,4.5854,12.9986,7.5061
1,A,4.5988,13.0375,7.5164
1,A,4.6122,13.0763,7.5269
1,A,4.6255,13.1151,7.5374
1,A,4.6389,13.1539,7.5479
1,A,4.6523,13.1927,7.5585
1,A,4.6656,13.2315,7.5692
1,A,4.6790,13.2702,7.5799
1,A,4.6924,13.3090,7.5906
1,A,4.7057,13.3477,7.6014
1,A,4.7191,13.3865,7.6122
1,A,4.7325,13.4252,7.6230
1,A,4.7458,13.4639,7.6339
1,A,4.7592,13.5026,7.6448
1,A,4.7726,13.5413,7.6558
1,A,4.7860,13.5800,7.6668
1,A,4.7993,13.6186,7.6778
1,A,4.8127,13.6573,7.6888
1,A,4.8261,13.6960,7.6998
1,A,4.8394,13.7346,7.7109
1,A,4.8528,13.7733,7.7220
1,A,4.8662,13.8119,7.7331
1,A,4.8795,13.8506,7.7443
1,A,4.8929,13.8892,7.7554
1,A,4.9063,13.9279,7.7665
1,A,4.9196,13.9665,7.7777
1,A,4.9330,14.0051,7.7888
1,A,4.9464,14.0438,7.8000
1,A,4.9597,14.0824,7.8112
1,A,4.9731,14.1211,7.8223
1,A,4.9865,14.1597,7.8335
1,A,4.9998,14.1983,7.8446
1,A,5.0132,14.2370,7.8557
1,A,5.0266,14.2756,7.8668
1,A,5.0400,14.3143,7.8779
1,A,5.0533,14.3530,7.8890
1,A,5.0667,14.3916,7.9000
1,A,5.0801,14.4303,7.9110
1,A,5.0934,14.4690,7.9220
1,A,5.1068,14.5077,7.9329
1,A,5.1202,14.5464,7.9438
1,A,5.1335,14.5852,7.9547
1,A,5.1469,14.6239,7.9655
1,A,5.1603,14.6627,7.9762
1,A,5.1736,14.7014,7.9869
1,A,5.1870,14.7402,7.9976
1,A,5.2004,14.7790,8.0082
1,A,5.2137,14.8179,8.0187
1,A,5.2271,14.8567,8.0291
1,A,5.2405,14.8956,8.0395
1,A,5.2539,14.9344,8.0498
1,A,5.2672,14.9733,8.0600
1,A,5.2806,15.0123,8.0701
1,A,5.2940,15.0512,8.0801
1,A,5.3073,15.0902,8.0901
1,A,5.3207,15.1292,8.0999
1,A,5.3341,15.1682,8.1096
1,A,5.3474,15.2073,8.1192
1,A,5.3608,15.2463,8.1287
1,A,5.3742,15.2854,8.1381
1,A,5.3875,15.3246,8.1474
1,A,5.4009,15.3637,8.1565
1,A,5.4143,15.4029,8.1656
1,A,5.4276,15.4422,8.1744
1,A,5.4410,15.4814,8.1832
1,A,5.4544,15.5207,8.1917
1,A,5.4677,15.5600,8.2002
1,A,5.4811,15.5994,8.2085
1,A,5.4945,15.6388,8.2166
1,A,5.5079,15.6782,8.2246
1,A,5.5212,15.7176,8.2324
1,A,5.5346,15.7571,8.2400
1,A,5.5480,15.7966,8.2474
1,A,5.5613,15.8362,8.2547
1,A,5.5747,15.8758,8.2618
1,A,5.5881,15.9154,8.2686
1,A,5.6014,15.9551,8.2753
1,A,5.6148,15.9948,8.2818
1,A,5.6282,16.0345,8.2881
1,A,5.6415,16.0743,8.2942
1,A,5.6549,16.1141,8.3000
1,A,5.6683,16.1539,8.3057
1,A,5.6816,16.1938,8.3111
1,A,5.6950,16.2337,8.3163
1,A,5.7084,16.2736,8.3212
1,A,5.7218,16.3136,8.3260
1,A,5.7351,16.3535,8.3304
1,A,5.7485,16.3936,8.3347
1,A,5.7619,16.4336,8.3387
1,A,5.7752,16.4737,8.3424
1,A,5.7886,16.5138,8.3459
1,A,5.8020,16.5539,8.3491
1,A,5.8153,16.5940,8.3520
1,A,5.8287,16.6342,8.3547
1,A,5.8421,16.6743,8.3571
1,A,5.8554,16.7145,8.3593
1,A,5.8688,16.7547,8.3611
1,A,5.8822,16.7949,8.3627
1,A,5.8955,16.8352,8.3640
1,A,5.9089,16.8754,8.3650
1,A,5.9223,16.9156,8.3657
1,A,5.9356,16.9558,8.3661
1,A,5.9490,16.9961,8.3662
1,A,5.9624,17.0363,8.3660
1,A,5.9758,17.0765,8.3656
1,A,5.9891,17.1167,8.3648
1,A,6.0025,17.1568,8.3637
1,A,6.0159,17.1970,8.3622
1,A,6.0292,17.2371,8.3605
1,A,6.0426,17.2772,8.3585
1,A,6.0560,17.3173,8.3561
1,A,6.0693,17.3573,8.3535
1,A,6.0827,17.3973,8.3505
1,A,6.0961,17.4373,8.3472
1,A,6.1094,17.4772,8.3435
1,A,6.1228,17.5170,8.3396
1,A,6.1362,17.5568,8.3353
1,A,6.1495,17.5966,8.3307
1,A,6.1629,17.6362,8.3258
1,A,6.1763,17.6758,8.3206
1,A,6.1897,17.7153,8.3151
1,A,6.2030,17.7548,8.3092
1,A,6.2164,17.7941,8.3031
1,A,6.2298,17.8334,8.2966
1,A,6.2431,17.8725,8.2898
1,A,6.2565,17.9116,8.2827
1,A,6.2699,17.9505,8.2752
1,A,6.2832,17.9894,8.2675
1,A,6.2966,18.0281,8.2595
1,A,6.3100,18.0667,8.2512
1,A,6.3233,18.1051,8.2425
1,A,6.3367,18.1435,8.2336
1,A,6.3501,18.1817,8.2244
1,A,6.3634,18.2197,8.2149
1,A,6.3768,18.2576,8.2052
1,A,6.3902,18.2953,8.1951
1,A,6.4035,18.3329,8.1848
1,A,6.4169,18.3703,8.1743
1,A,6.4303,18.4075,8.1634
1,A,6.4437,18.4445,8.1524
1,A,6.4570,18.4814,8.1410
1,A,6.4704,18.5180,8.1294
1,A,6.4838,18.5545,8.1176
1,A,6.4971,18.5907,8.1056
1,A,6.5105,18.6268,8.0933
1,A,6.5239,18.6626,8.0808
1,A,6.5372,18.6982,8.0682
1,A,6.5506,18.7336,8.0553
1,A,6.5640,18.7687,8.0422
1,A,6.5773,18.8036,8.0289
1,A,6.5907,18.8382,8.0154
1,A,6.6041,18.8726,8.0018
1,A,6.6174,18.9068,7.9880
1,A,6.6308,18.9406,7.9740
1,A,6.6442,18.9742,7.9599
1,A,6.6576,19.0076,7.9457
1,A,6.6709,19.0406,7.9313
1,A,6.6843,19.0734,7.9168
1,A,6.6977,19.1058,7.9021
1,A,6.7110,19.1380,7.8874
1,A,6.7244,19.1699,7.8726
1,A,6.7378,19.2014,7.8576
1,A,6.7511,19.2327,7.8426
1,A,6.7645,19.2636,7.8275
1,A,6.7779,19.2942,7.8123
1,A,6.7912,19.3245,7.7971
1,A,6.8046,19.3544,7.7818
1,A,6.8180,19.3840,7.7665
1,A,6.8313,19.4133,7.7511
1,A,6.8447,19.4422,7.7357
1,A,6.8581,19.4707,7.7203
1,A,6.8714,19.4989,7.7049
1,A,6.8848,19.5268,7.6895
1,A,6.8982,19.5543,7.6741
1,A,6.9116,19.5814,7.6587
1,A,6.9249,19.6081,7.6434
1,A,6.9383,19.6345,7.6280
1,A,6.9517,19.6604,7.6128
1,A,6.9650,19.6860,7.5975
1,A,6.9784,19.7113,7.5823
1,A,6.9918,19.7361,7.5672
1,A,7.0051,19.7605,7.5522
1,A,7.0185,19.7845,7.5373
1,A,7.0319,19.8082,7.5224
1,A,7.0452,19.8314,7.5077
1,A,7.0586,19.8542,7.4930
1,A,7.0720,19.8766,7.4785
1,A,7.0853,19.8987,7.4641
1,A,7.0987,19.9203,7.4498
1,A,7.1121,19.9414,7.4357
1,A,7.1255,19.9622,7.4217
1,A,7.1388,19.9826,7.4078
1,A,7.1522,20.0025,7.3942
1,A,7.1656,20.0220,7.3806
1,A,7.1789,20.0411,7.3673
1,A,7.1923,20.0598,7.3541
1,A,7.2057,20.0780,7.3412
1,A,7.2190,20.0959,7.3284
1,A,7.2324,20.1133,7.3158
1,A,7.2458,20.1302,7.3034
1,A,7.2591,20.1468,7.2912
1,A,7.2725,20.1629,7.2793
1,A,7.2859,20.1786,7.2676
1,A,7.2992,20.1939,7.2560
1,A,7.3126,20.2088,7.2448
1,A,7.3260,20.2232,7.2337
1,A,7.3393,20.2372,7.2229
1,A,7.3527,20.2508,7.2124
1,A,7.3661,20.2640,7.2020
1,A,7.3795,20.2768,7.1920
1,A,7.3928,20.2892,7.1822
1,A,7.4062,20.3011,7.1726
1,A,7.4196,20.3127,7.1633
1,A,7.4329,20.3238,7.1543
1,A,7.4463,20.3345,7.1456
1,A,7.4597,20.3449,7.1371
1,A,7.4730,20.3548,7.1289
1,A,7.4864,20.3644,7.1209
1,A,7.4998,20.3735,7.1132
1,A,7.5131,20.3823,7.1058
1,A,7.5265,20.3907,7.0987
1,A,7.5399,20.3987,7.0918
1,A,7.5532,20.4064,7.0853
1,A,7.5666,20.4136,7.0790
1,A,7.5800,20.4206,7.0729
1,A,7.5934,20.4271,7.0672
1,A,7.6067,20.4334,7.0617
1,A,7.6201,20.4393,7.0565
1,A,7.6335,20.4448,7.0515
1,A,7.6468,20.4500,7.0468
1,A,7.6602,20.4549,7.0424
1,A,7.6736,20.4595,7.0382
1,A,7.6869,20.4638,7.0343
1,A,7.7003,20.4678,7.0307
1,A,7.7137,20.4715,7.0273
1,A,7.7270,20.4749,7.0241
1,A,7.7404,20.4780,7.0212
1,A,7.7538,20.4809,7.0184
1,A,7.7671,20.4836,7.0160
1,A,7.7805,20.4859,7.0137
1,A,7.7939,20.4881,7.0117
1,A,7.8072,20.4900,7.0098
1,A,7.8206,20.4917,7.0082
1,A,7.8340,20.4932,7.0067
1,A,7.8474,20.4946,7.0054
1,A,7.8607,20.4957,7.0043
1,A,7.8741,20.4967,7.0033
1,A,7.8875,20.4975,7.0025
1,A,7.9008,20.4982,7.0019
1,A,7.9142,20.4987,7.0013
1,A,7.9276,20.4991,7.0009
1,A,7.9409,20.4994,7.0006
1,A,7.9543,20.4997,7.0003
1,A,7.9677,20.4998,7.0002
1,A,7.9810,20.4999,7.0001
1,A,7.9944,20.5000,7.0000
1,A,8.0078,20.5000,7.0000
1,A,8.0211,20.5000,7.0000
1,B,0.0000,1.5000,7.0000
1,B,0.0134,1.5000,7.0000
1,B,0.0267,1.5001,7.0000
1,B,0.0401,1.5002,7.0000
1,B,0.0535,1.5004,7.0001
1,B,0.0668,1.5008,7.0001
1,B,0.0802,1.5015,7.0003
1,B,0.0936,1.5024,7.0004
1,B,0.1069,1.5036,7.0006
1,B,0.1203,1.5051,7.0008
1,B,0.1337,1.5070,7.0011
1,B,0.1471,1.5094,7.0014
1,B,0.1604,1.5123,7.0018
1,B,0.1738,1.5157,7.0023
1,B,0.1872,1.5197,7.0028
1,B,0.2005,1.5244,7.0034
1,B,0.2139,1.5297,7.0040
1,B,0.2273,1.5357,7.0047
1,B,0.2406,1.5425,7.0055
1,B,0.2540,1.5501,7.0064
1,B,0.2674,1.5586,7.0073
1,B,0.2807,1.5679,7.0083
1,B,0.2941,1.5782,7.0094
1,B,0.3075,1.5894,7.0105
1,B,0.3208,1.6016,7.0117
1,B,0.3342,1.6148,7.0130
1,B,0.3476,1.6290,7.0143
1,B,0.3610,1.6443,7.0157
1,B,0.3743,1.6608,7.0172
1,B,0.3877,1.6783,7.0187
1,B,0.4011,1.6969,7.0203
1,B,0.4144,1.7167,7.0219
1,B,0.4278,1.7376,7.0236
1,B,0.4412,1.7596,7.0253
1,B,0.4545,1.7828,7.0271
1,B,0.4679,1.8071,7.0290
1,B,0.4813,1.8326,7.0308
1,B,0.4946,1.8591,7.0327
1,B,0.5080,1.8868,7.0347
1,B,0.5214,1.9155,7.0367
1,B,0.5347,1.9453,7.0387
1,B,0.5481,1.9761,7.0407
1,B,0.5615,2.0080,7.0427
1,B,0.5748,2.0407,7.0448
1,B,0.5882,2.0745,7.0469
1,B,0.6016,2.1091,7.0490
1,B,0.6150,2.1445,7.0510
1,B,0.6283,2.1808,7.0531
1,B,0.6417,2.2178,7.0552
1,B,0.6551,2.2556,7.0573
1,B,0.6684,2.2940,7.0593
1,B,0.6818,2.3331,7.0614
1,B,0.6952,2.3728,7.0634
1,B,0.7085,2.4131,7.0654
1,B,0.7219,2.4538,7.0674
1,B,0.7353,2.4950,7.0693
1,B,0.7486,2.5365,7.0712
1,B,0.7620,2.5785,7.0731
1,B,0.7754,2.6208,7.0749
1,B,0.7887,2.6633,7.0766
1,B,0.8021,2.7061,7.0784
1,B,0.8155,2.7490,7.0800
1,B,0.8289,2.7921,7.0816
1,B,0.8422,2.8353,7.0832
1,B,0.8556,2.8786,7.0847
1,B,0.8690,2.9219,7.0861
1,B,0.8823,2.9652,7.0874
1,B,0.8957,3.0085,7.0887
1,B,0.9091,3.0517,7.0900
1,B,0.9224,3.0949,7.0911
1,B,0.9358,3.1380,7.0922
1,B,0.9492,3.1810,7.0932
1,B,0.9625,3.2238,7.0941
1,B,0.9759,3.2665,7.0950
1,B,0.9893,3.3091,7.0957
1,B,1.0026,3.3515,7.0964
1,B,1.0160,3.3938,7.0970
1,B,1.0294,3.4359,7.0976
1,B,1.0427,3.4778,7.0981
1,B,1.0561,3.5196,7.0984
1,B,1.0695,3.5612,7.0988
1,B,1.0829,3.6026,7.0990
1,B,1.0962,3.6439,7.0992
1,B,1.1096,3.6851,7.0993
1,B,1.1230,3.7261,7.0993
1,B,1.1363,3.7670,7.0992
1,B,1.1497,3.8078,7.0991
1,B,1.1631,3.8484,7.0989
1,B,1.1764,3.8889,7.0986
1,B,1.1898,3.9294,7.0983
1,B,1.2032,3.9698,7.0979
1,B,1.2165,4.0101,7.0974
1,B,1.2299,4.0503,7.0969
1,B,1.2433,4.0905,7.0963
1,B,1.2566,4.1306,7.0957
1,B,1.2700,4.1708,7.0950
1,B,1.2834,4.2109,7.0942
1,B,1.2968,4.2510,7.0934
1,B,1.3101,4.2911,7.0925
1,B,1.3235,4.3312,7.0915
1,B,1.3369,4.3713,7.0906
1,B,1.3502,4.4115,7.0895
1,B,1.3636,4.4517,7.0884
1,B,1.3770,4.4919,7.0873
1,B,1.3903,4.5322,7.0861
1,B,1.4037,4.5724,7.0849
1,B,1.4171,4.6128,7.0836
1,B,1.4304,4.6531,7.0823
1,B,1.4438,4.6935,7.0809
1,B,1.4572,4.7339,7.0795
1,B,1.4705,4.7744,7.0780
1,B,1.4839,4.8149,7.0765
1,B,1.4973,4.8554,7.0750
1,B,1.5106,4.8959,7.0734
1,B,1.5240,4.9365,7.0718
1,B,1.5374,4.9770,7.0701
1,B,1.5508,5.0176,7.0684
1,B,1.5641,5.0581,7.0667
1,B,1.5775,5.0986,7.0649
1,B,1.5909,5.1391,7.0631
1,B,1.6042,5.1796,7.0612
1,B,1.6176,5.2201,7.0593
1,B,1.6310,5.2605,7.0574
1,B,1.6443,5.3009,7.0555
1,B,1.6577,5.3412,7.0535
1,B,1.6711,5.3815,7.0515
1,B,1.6844,5.4217,7.0494
1,B,1.6978,5.4618,7.0474
1,B,1.7112,5.5018,7.0452
1,B,1.7245,5.5418,7.0431
1,B,1.7379,5.5816,7.0410
1,B,1.7513,5.6214,7.0388
1,B,1.7647,5.6611,7.0365
1,B,1.7780,5.7007,7.0343
1,B,1.7914,5.7402,7.0320
1,B,1.8048,5.7795,7.0298
1,B,1.8181,5.8188,7.0275
1,B,1.8315,5.8580,7.0251
1,B,1.8449,5.8970,7.0228
1,B,1.8582,5.9360,7.0204
1,B,1.8716,5.9748,7.0180
1,B,1.8850,6.0135,7.0156
1,B,1.8983,6.0522,7.0132
1,B,1.9117,6.0907,7.0108
1,B,1.9251,6.1292,7.0084
1,B,1.9384,6.1676,7.0059
1,B,1.9518,6.2058,7.0035
1,B,1.9652,6.2440,7.0010
1,B,1.9785,6.2822,6.9985
1,B,1.9919,6.3202,6.9961
1,B,2.0053,6.3582,6.9936
1,B,2.0187,6.3961,6.9911
1,B,2.0320,6.4340,6.9886
1,B,2.0454,6.4718,6.9862
1,B,2.0588,6.5096,6.9837
1,B,2.0721,6.5474,6.9813
1,B,2.0855,6.5851,6.9788
1,B,2.0989,6.6228,6.9764
1,B,2.1122,6.6605,6.9739
1,B,2.1256,6.6981,6.9715
1,B,2.1390,6.7358,6.9691
1,B,2.1523,6.7735,6.9668
1,B,2.1657,6.8111,6.9644
1,B,2.1791,6.8488,6.9620
1,B,2.1924,6.8865,6.9597
1,B,2.2058,6.9242,6.9574
1,B,2.2192,6.9619,6.9551
1,B,2.2326,6.9996,6.9529
1,B,2.2459,7.0374,6.9506
1,B,2.2593,7.0751,6.9484
1,B,2.2727,7.1130,6.9463
1,B,2.2860,7.1508,6.9441
1,B,2.2994,7.1887,6.9420
1,B,2.3128,7.2266,6.9400
1,B,2.3261,7.2645,6.9379
1,B,2.3395,7.3025,6.9359
1,B,2.3529,7.3405,6.9340
1,B,2.3662,7.3786,6.9321
1,B,2.3796,7.4166,6.9302
1,B,2.3930,7.4547,6.9284
1,B,2.4063,7.4928,6.9266
1,B,2.4197,7.5310,6.9248
1,B,2.4331,7.5692,6.9231
1,B,2.4464,7.6074,6.9215
1,B,2.4598,7.6456,6.9199
1,B,2.4732,7.6838,6.9183
1,B,2.4866,7.7220,6.9168
1,B,2.4999,7.7603,6.9153
1,B,2.5133,7.7986,6.9139
1,B,2.5267,7.8368,6.9126
1,B,2.5400,7.8751,6.9113
1,B,2.5534,7.9134,6.9101
1,B,2.5668,7.9516,6.9089
1,B,2.5801,7.9899,6.9078
1,B,2.5935,8.0282,6.9067
1,B,2.6069,8.0664,6.9057
1,B,2.6202,8.1047,6.9048
1,B,2.6336,8.1429,6.9039
1,B,2.6470,8.1811,6.9031
1,B,2.6603,8.2193,6.9024
1,B,2.6737,8.2575,6.9017
1,B,2.6871,8.2956,6.9011
1,B,2.7005,8.3338,6.9005
1,B,2.7138,8.3719,6.9001
1,B,2.7272,8.4100,6.8996
1,B,2.7406,8.4481,6.8993
1,B,2.7539,8.4861,6.8991
1,B,2.7673,8.5242,6.8989
1,B,2.7807,8.5622,6.8987
1,B,2.7940,8.6002,6.8987
1,B,2.8074,8.6381,6.8987
1,B,2.8208,8.6761,6.8989
1,B,2.8341,8.7140,6.8990
1,B,2.8475,8.7519,6.8993
1,B,2.8609,8.7898,6.8997
1,B,2.8742,8.8277,6.9001
1,B,2.8876,8.8656,6.9006
1,B,2.9010,8.9034,6.9012
1,B,2.9143,8.9413,6.9019
1,B,2.9277,8.9791,6.9026
1,B,2.9411,9.0169,6.9034
1,B,2.9545,9.0547,6.9044
1,B,2.9678,9.0925,6.9054
1,B,2.9812,9.1303,6.9065
1,B,2.9946,9.1681,6.9076
1,B,3.0079,9.2059,6.9089
1,B,3.0213,9.2437,6.9103
1,B,3.0347,9.2815,6.9117
1,B,3.0480,9.3193,6.9132
1,B,3.0614,9.3570,6.9149
1,B,3.0748,9.3948,6.9166
1,B,3.0881,9.4326,6.9184
1,B,3.1015,9.4704,6.9202
1,B,3.1149,9.5081,6.9222
1,B,3.1282,9.5459,6.9243
1,B,3.1416,9.5836,6.9264
1,B,3.1550,9.6214,6.9287
1,B,3.1684,9.6591,6.9310
1,B,3.1817,9.6969,6.9335
