scene,method,t,x,y
1,B,7.8340,20.4938,7.0065
1,B,7.8474,20.4950,7.0052
1,B,7.8607,20.4961,7.0041
1,B,7.8741,20.4970,7.0032
1,B,7.8875,20.4978,7.0024
1,B,7.9008,20.4984,7.0017
1,B,7.9142,20.4989,7.0012
1,B,7.9276,20.4993,7.0008
1,B,7.9409,20.4995,7.0005
1,B,7.9543,20.4997,7.0003
1,B,7.9677,20.4999,7.0002
1,B,7.9810,20.4999,7.0001
1,B,7.9944,20.5000,7.0000
1,B,8.0078,20.5000,7.0000
1,B,8.0211,20.5000,7.0000
1,C,0.0000,1.5000,7.0000
1,C,0.0185,1.5000,7.0000
1,C,0.0371,1.5004,7.0000
1,C,0.0556,1.5012,7.0001
1,C,0.0742,1.5027,7.0002
1,C,0.0927,1.5052,7.0004
1,C,0.1113,1.5088,7.0007
1,C,0.1298,1.5136,7.0010
1,C,0.1484,1.5199,7.0015
1,C,0.1669,1.5278,7.0021
1,C,0.1855,1.5373,7.0028
1,C,0.2040,1.5486,7.0036
1,C,0.2226,1.5618,7.0046
1,C,0.2411,1.5769,7.0057
1,C,0.2597,1.5939,7.0069
1,C,0.2782,1.6130,7.0083
1,C,0.2968,1.6341,7.0098
1,C,0.3153,1.6573,7.0115
1,C,0.3339,1.6825,7.0133
1,C,0.3524,1.7098,7.0152
1,C,0.3709,1.7391,7.0173
1,C,0.3895,1.7704,7.0195
1,C,0.4080,1.8037,7.0218
1,C,0.4266,1.8388,7.0242
1,C,0.4451,1.8758,7.0268
1,C,0.4637,1.9147,7.0294
1,C,0.4822,1.9552,7.0322
1,C,0.5008,1.9973,7.0350
1,C,0.5193,2.0410,7.0379
1,C,0.5379,2.0862,7.0410
1,C,0.5564,2.1327,7.0440
1,C,0.5750,2.1805,7.0471
1,C,0.5935,2.2295,7.0503
1,C,0.6121,2.2795,7.0535
1,C,0.6306,2.3304,7.0567
1,C,0.6492,2.3822,7.0600
1,C,0.6677,2.4347,7.0632
1,C,0.6863,2.4878,7.0665
1,C,0.7048,2.5414,7.0697
1,C,0.7233,2.5953,7.0729
1,C,0.7419,2.6496,7.0760
1,C,0.7604,2.7039,7.0792
1,C,0.7790,2.7584,7.0822
1,C,0.7975,2.8128,7.0852
1,C,0.8161,2.8670,7.0882
1,C,0.8346,2.9209,7.0910
1,C,0.8532,2.9746,7.0938
1,C,0.8717,3.0277,7.0965
1,C,0.8903,3.0804,7.0991
1,C,0.9088,3.1324,7.1015
1,C,0.9274,3.1838,7.1039
1,C,0.9459,3.2344,7.1061
1,C,0.9645,3.2842,7.1082
1,C,0.9830,3.3332,7.1102
1,C,1.0016,3.3813,7.1121
1,C,1.0201,3.4285,7.1138
1,C,1.0387,3.4747,7.1154
1,C,1.0572,3.5200,7.1169
1,C,1.0758,3.5642,7.1183
1,C,1.0943,3.6075,7.1195
1,C,1.1128,3.6497,7.1205
1,C,1.1314,3.6909,7.1215
1,C,1.1499,3.7310,7.1223
1,C,1.1685,3.7701,7.1230
1,C,1.1870,3.8082,7.1235
1,C,1.2056,3.8453,7.1240
1,C,1.2241,3.8814,7.1243
1,C,1.2427,3.9166,7.1245
1,C,1.2612,3.9508,7.1246
1,C,1.2798,3.9840,7.1245
1,C,1.2983,4.0164,7.1244
1,C,1.3169,4.0479,7.1242
1,C,1.3354,4.0786,7.1238
1,C,1.3540,4.1085,7.1234
1,C,1.3725,4.1377,7.1229
1,C,1.3911,4.1662,7.1223
1,C,1.4096,4.1940,7.1216
1,C,1.4282,4.2211,7.1209
1,C,1.4467,4.2477,7.1201
1,C,1.4652,4.2738,7.1192
1,C,1.4838,4.2994,7.1183
1,C,1.5023,4.3246,7.1173
1,C,1.5209,4.3494,7.1163
1,C,1.5394,4.3739,7.1152
1,C,1.5580,4.3980,7.1141
1,C,1.5765,4.4220,7.1130
1,C,1.5951,4.4458,7.1119
1,C,1.6136,4.4694,7.1108
1,C,1.6322,4.4930,7.1096
1,C,1.6507,4.5165,7.1084
1,C,1.6693,4.5400,7.1073
1,C,1.6878,4.5636,7.1061
1,C,1.7064,4.5873,7.1050
1,C,1.7249,4.6111,7.1039
1,C,1.7435,4.6351,7.1028
1,C,1.7620,4.6593,7.1017
1,C,1.7806,4.6838,7.1007
1,C,1.7991,4.7085,7.0997
1,C,1.8176,4.7335,7.0987
1,C,1.8362,4.7589,7.0977
1,C,1.8547,4.7846,7.0968
1,C,1.8733,4.8107,7.0960
1,C,1.8918,4.8372,7.0952
1,C,1.9104,4.8642,7.0944
1,C,1.9289,4.8915,7.0937
1,C,1.9475,4.9193,7.0931
1,C,1.9660,4.9475,7.0925
1,C,1.9846,4.9761,7.0919
1,C,2.0031,5.0052,7.0914
1,C,2.0217,5.0348,7.0910
1,C,2.0402,5.0648,7.0906
1,C,2.0588,5.0953,7.0902
1,C,2.0773,5.1262,7.0899
1,C,2.0959,5.1575,7.0897
1,C,2.1144,5.1893,7.0895
1,C,2.1330,5.2215,7.0894
1,C,2.1515,5.2541,7.0893
1,C,2.1700,5.2872,7.0893
1,C,2.1886,5.3206,7.0893
1,C,2.2071,5.3543,7.0893
1,C,2.2257,5.3885,7.0894
1,C,2.2442,5.4230,7.0896
1,C,2.2628,5.4578,7.0898
1,C,2.2813,5.4929,7.0900
1,C,2.2999,5.5283,7.0903
1,C,2.3184,5.5640,7.0905
1,C,2.3370,5.5999,7.0909
1,C,2.3555,5.6360,7.0912
1,C,2.3741,5.6724,7.0916
1,C,2.3926,5.7090,7.0920
1,C,2.4112,5.7457,7.0924
1,C,2.4297,5.7825,7.0929
1,C,2.4483,5.8195,7.0934
1,C,2.4668,5.8566,7.0939
1,C,2.4854,5.8938,7.0944
1,C,2.5039,5.9310,7.0949
1,C,2.5224,5.9683,7.0954
1,C,2.5410,6.0055,7.0959
1,C,2.5595,6.0428,7.0964
1,C,2.5781,6.0801,7.0970
1,C,2.5966,6.1173,7.0975
1,C,2.6152,6.1545,7.0980
1,C,2.6337,6.1915,7.0985
1,C,2.6523,6.2285,7.0990
1,C,2.6708,6.2654,7.0995
1,C,2.6894,6.3022,7.1000
1,C,2.7079,6.3389,7.1005
1,C,2.7265,6.3754,7.1010
1,C,2.7450,6.4117,7.1014
1,C,2.7636,6.4479,7.1019
1,C,2.7821,6.4839,7.1023
1,C,2.8007,6.5198,7.1027
1,C,2.8192,6.5554,7.1030
1,C,2.8378,6.5909,7.1034
1,C,2.8563,6.6262,7.1037
1,C,2.8748,6.6613,7.1040
1,C,2.8934,6.6962,7.1043
1,C,2.9119,6.7309,7.1046
1,C,2.9305,6.7654,7.1048
1,C,2.9490,6.7997,7.1050
1,C,2.9676,6.8338,7.1052
1,C,2.9861,6.8677,7.1054
1,C,3.0047,6.9015,7.1055
1,C,3.0232,6.9351,7.1056
1,C,3.0418,6.9684,7.1057
1,C,3.0603,7.0017,7.1058
1,C,3.0789,7.0347,7.1058
1,C,3.0974,7.0676,7.1058
1,C,3.1160,7.1003,7.1058
1,C,3.1345,7.1329,7.1058
1,C,3.1531,7.1654,7.1057
1,C,3.1716,7.1977,7.1057
1,C,3.1902,7.2299,7.1056
1,C,3.2087,7.2619,7.1055
1,C,3.2273,7.2939,7.1053
1,C,3.2458,7.3258,7.1052
1,C,3.2643,7.3576,7.1050
1,C,3.2829,7.3893,7.1048
1,C,3.3014,7.4209,7.1046
1,C,3.3200,7.4525,7.1043
1,C,3.3385,7.4840,7.1041
1,C,3.3571,7.5155,7.1039
1,C,3.3756,7.5469,7.1036
1,C,3.3942,7.5783,7.1033
1,C,3.4127,7.6097,7.1030
1,C,3.4313,7.6411,7.1027
1,C,3.4498,7.6725,7.1024
1,C,3.4684,7.7039,7.1021
1,C,3.4869,7.7353,7.1018
1,C,3.5055,7.7668,7.1014
1,C,3.5240,7.7983,7.1011
1,C,3.5426,7.8298,7.1008
1,C,3.5611,7.8614,7.1004
1,C,3.5797,7.8930,7.1001
1,C,3.5982,7.9247,7.0997
1,C,3.6167,7.9564,7.0994
1,C,3.6353,7.9882,7.0991
1,C,3.6538,8.0201,7.0987
1,C,3.6724,8.0520,7.0984
1,C,3.6909,8.0841,7.0981
1,C,3.7095,8.1162,7.0978
1,C,3.7280,8.1484,7.0975
1,C,3.7466,8.1806,7.0972
1,C,3.7651,8.2130,7.0969
1,C,3.7837,8.2454,7.0966
1,C,3.8022,8.2779,7.0964
1,C,3.8208,8.3105,7.0961
1,C,3.8393,8.3432,7.0959
1,C,3.8579,8.3760,7.0957
1,C,3.8764,8.4088,7.0955
1,C,3.8950,8.4417,7.0953
1,C,3.9135,8.4747,7.0951
1,C,3.9321,8.5078,7.0949
1,C,3.9506,8.5409,7.0948
1,C,3.9691,8.5741,7.0947
1,C,3.9877,8.6074,7.0946
1,C,4.0062,8.6407,7.0945
1,C,4.0248,8.6741,7.0945
1,C,4.0433,8.7076,7.0945
1,C,4.0619,8.7410,7.0944
1,C,4.0804,8.7746,7.0945
1,C,4.0990,8.8082,7.0945
1,C,4.1175,8.8418,7.0946
1,C,4.1361,8.8755,7.0946
1,C,4.1546,8.9092,7.0947
1,C,4.1732,8.9429,7.0949
1,C,4.1917,8.9766,7.0950
1,C,4.2103,9.0104,7.0952
1,C,4.2288,9.0442,7.0954
1,C,4.2474,9.0780,7.0956
1,C,4.2659,9.1118,7.0959
1,C,4.2845,9.1456,7.0961
1,C,4.3030,9.1794,7.0964
1,C,4.3215,9.2132,7.0967
1,C,4.3401,9.2470,7.0970
1,C,4.3586,9.2808,7.0974
1,C,4.3772,9.3146,7.0977
1,C,4.3957,9.3483,7.0981
1,C,4.4143,9.3820,7.0985
1,C,4.4328,9.4157,7.0989
1,C,4.4514,9.4494,7.0993
1,C,4.4699,9.4831,7.0998
1,C,4.4885,9.5167,7.1002
1,C,4.5070,9.5503,7.1007
1,C,4.5256,9.5838,7.1011
1,C,4.5441,9.6174,7.1016
1,C,4.5627,9.6509,7.1021
1,C,4.5812,9.6843,7.1026
1,C,4.5998,9.7177,7.1031
1,C,4.6183,9.7511,7.1035
1,C,4.6369,9.7845,7.1040
1,C,4.6554,9.8178,7.1045
1,C,4.6739,9.8511,7.1050
1,C,4.6925,9.8843,7.1054
1,C,4.7110,9.9175,7.1058
1,C,4.7296,9.9507,7.1063
1,C,4.7481,9.9839,7.1067
1,C,4.7667,10.0170,7.1071
1,C,4.7852,10.0501,7.1075
1,C,4.8038,10.0831,7.1078
1,C,4.8223,10.1162,7.1081
1,C,4.8409,10.1492,7.1084
1,C,4.8594,10.1822,7.1087
1,C,4.8780,10.2152,7.1090
1,C,4.8965,10.2482,7.1092
1,C,4.9151,10.2812,7.1093
1,C,4.9336,10.3141,7.1095
1,C,4.9522,10.3470,7.1096
1,C,4.9707,10.3800,7.1097
1,C,4.9893,10.4129,7.1097
1,C,5.0078,10.4458,7.1097
1,C,5.0264,10.4788,7.1096
1,C,5.0449,10.5117,7.1095
1,C,5.0634,10.5446,7.1093
1,C,5.0820,10.5776,7.1091
1,C,5.1005,10.6105,7.1089
1,C,5.1191,10.6435,7.1086
1,C,5.1376,10.6765,7.1083
1,C,5.1562,10.7095,7.1079
1,C,5.1747,10.7425,7.1075
1,C,5.1933,10.7755,7.1070
1,C,5.2118,10.8086,7.1064
1,C,5.2304,10.8417,7.1059
1,C,5.2489,10.8748,7.1053
1,C,5.2675,10.9079,7.1046
1,C,5.2860,10.9410,7.1039
1,C,5.3046,10.9742,7.1032
1,C,5.3231,11.0074,7.1024
1,C,5.3417,11.0406,7.1015
1,C,5.3602,11.0739,7.1007
1,C,5.3788,11.1071,7.0998
1,C,5.3973,11.1405,7.0989
1,C,5.4158,11.1738,7.0979
1,C,5.4344,11.2071,7.0970
1,C,5.4529,11.2405,7.0960
1,C,5.4715,11.2739,7.0950
1,C,5.4900,11.3073,7.0940
1,C,5.5086,11.3407,7.0930
1,C,5.5271,11.3742,7.0920
1,C,5.5457,11.4077,7.0910
1,C,5.5642,11.4411,7.0900
1,C,5.5828,11.4746,7.0890
1,C,5.6013,11.5081,7.0880
1,C,5.6199,11.5416,7.0870
1,C,5.6384,11.5751,7.0861
1,C,5.6570,11.6086,7.0852
1,C,5.6755,11.6421,7.0844
1,C,5.6941,11.6756,7.0836
1,C,5.7126,11.7091,7.0828
1,C,5.7312,11.7426,7.0821
1,C,5.7497,11.7760,7.0814
1,C,5.7682,11.8095,7.0808
1,C,5.7868,11.8429,7.0803
1,C,5.8053,11.8763,7.0799
1,C,5.8239,11.9097,7.0795
1,C,5.8424,11.9430,7.0792
1,C,5.8610,11.9763,7.0790
1,C,5.8795,12.0096,7.0789
1,C,5.8981,12.0429,7.0789
1,C,5.9166,12.0761,7.0789
1,C,5.9352,12.1092,7.0791
1,C,5.9537,12.1424,7.0793
1,C,5.9723,12.1754,7.0797
1,C,5.9908,12.2085,7.0802
1,C,6.0094,12.2415,7.0808
1,C,6.0279,12.2744,7.0814
1,C,6.0465,12.3073,7.0822
1,C,6.0650,12.3401,7.0831
1,C,6.0836,12.3729,7.0842
1,C,6.1021,12.4056,7.0853
1,C,6.1206,12.4383,7.0865
1,C,6.1392,12.4709,7.0878
1,C,6.1577,12.5035,7.0893
1,C,6.1763,12.5360,7.0908
1,C,6.1948,12.5685,7.0924
1,C,6.2134,12.6009,7.0942
1,C,6.2319,12.6332,7.0960
1,C,6.2505,12.6656,7.0979
1,C,6.2690,12.6978,7.0999
1,C,6.2876,12.7301,7.1019
1,C,6.3061,12.7623,7.1040
1,C,6.3247,12.7944,7.1062
1,C,6.3432,12.8266,7.1084
1,C,6.3618,12.8587,7.1107
1,C,6.3803,12.8908,7.1130
1,C,6.3989,12.9228,7.1153
1,C,6.4174,12.9549,7.1176
1,C,6.4360,12.9869,7.1200
1,C,6.4545,13.0190,7.1223
1,C,6.4730,13.0510,7.1246
1,C,6.4916,13.0831,7.1269
1,C,6.5101,13.1152,7.1291
1,C,6.5287,13.1473,7.1312
1,C,6.5472,13.1794,7.1333
1,C,6.5658,13.2116,7.1353
1,C,6.5843,13.2438,7.1373
1,C,6.6029,13.2760,7.1391
1,C,6.6214,13.3083,7.1408
1,C,6.6400,13.3407,7.1424
1,C,6.6585,13.3731,7.1438
1,C,6.6771,13.4056,7.1451
1,C,6.6956,13.4381,7.1462
1,C,6.7142,13.4708,7.1472
1,C,6.7327,13.5035,7.1479
1,C,6.7513,13.5363,7.1485
1,C,6.7698,13.5692,7.1489
1,C,6.7884,13.6022,7.1491
1,C,6.8069,13.6354,7.1490
1,C,6.8255,13.6686,7.1487
1,C,6.8440,13.7019,7.1482
1,C,6.8625,13.7354,7.1475
1,C,6.8811,13.7690,7.1465
1,C,6.8996,13.8027,7.1453
1,C,6.9182,13.8365,7.1438
1,C,6.9367,13.8705,7.1421
1,C,6.9553,13.9045,7.1401
1,C,6.9738,13.9387,7.1378
1,C,6.9924,13.9731,7.1353
1,C,7.0109,14.0075,7.1325
1,C,7.0295,14.0421,7.1295
1,C,7.0480,14.0769,7.1262
1,C,7.0666,14.1117,7.1227
1,C,7.0851,14.1467,7.1189
1,C,7.1037,14.1817,7.1149
1,C,7.1222,14.2169,7.1107
1,C,7.1408,14.2522,7.1063
1,C,7.1593,14.2876,7.1017
1,C,7.1779,14.3231,7.0968
1,C,7.1964,14.3587,7.0918
1,C,7.2149,14.3944,7.0867
1,C,7.2335,14.4301,7.0814
1,C,7.2520,14.4659,7.0760
1,C,7.2706,14.5018,7.0704
1,C,7.2891,14.5377,7.0648
1,C,7.3077,14.5736,7.0592
1,C,7.3262,14.6095,7.0535
1,C,7.3448,14.6455,7.0477
1,C,7.3633,14.6814,7.0421
1,C,7.3819,14.7174,7.0364
1,C,7.4004,14.7532,7.0308
1,C,7.4190,14.7891,7.0253
1,C,7.4375,14.8249,7.0199
1,C,7.4561,14.8606,7.0147
1,C,7.4746,14.8962,7.0097
1,C,7.4932,14.9317,7.0048
1,C,7.5117,14.9671,7.0003
1,C,7.5303,15.0024,6.9959
1,C,7.5488,15.0375,6.9919
1,C,7.5673,15.0725,6.9882
1,C,7.5859,15.1072,6.9848
1,C,7.6044,15.1418,6.9819
1,C,7.6230,15.1762,6.9793
1,C,7.6415,15.2104,6.9772
1,C,7.6601,15.2443,6.9756
1,C,7.6786,15.2780,6.9745
1,C,7.6972,15.3114,6.9739
1,C,7.7157,15.3445,6.9738
1,C,7.7343,15.3774,6.9743
1,C,7.7528,15.4099,6.9755
1,C,7.7714,15.4422,6.9772
1,C,7.7899,15.4741,6.9796
1,C,7.8085,15.5057,6.9827
1,C,7.8270,15.5370,6.9865
1,C,7.8456,15.5679,6.9909
1,C,7.8641,15.5985,6.9961
1,C,7.8827,15.6287,7.0021
1,C,7.9012,15.6585,7.0088
1,C,7.9197,15.6879,7.0163
1,C,7.9383,15.7170,7.0246
1,C,7.9568,15.7457,7.0337
1,C,7.9754,15.7740,7.0436
1,C,7.9939,15.8019,7.0543
1,C,8.0125,15.8294,7.0658
1,C,8.0310,15.8566,7.0781
1,C,8.0496,15.8833,7.0913
1,C,8.0681,15.9097,7.1053
1,C,8.0867,15.9357,7.1201
1,C,8.1052,15.9613,7.1357
1,C,8.1238,15.9865,7.1521
1,C,8.1423,16.0114,7.1693
1,C,8.1609,16.0360,7.1872
1,C,8.1794,16.0602,7.2060
1,C,8.1980,16.0840,7.2255
1,C,8.2165,16.1076,7.2457
1,C,8.2351,16.1308,7.2666
1,C,8.2536,16.1538,7.2882
1,C,8.2721,16.1765,7.3105
1,C,8.2907,16.1989,7.3334
1,C,8.3092,16.2211,7.3569
1,C,8.3278,16.2430,7.3810
1,C,8.3463,16.2648,7.4057
1,C,8.3649,16.2863,7.4308
1,C,8.3834,16.3077,7.4565
1,C,8.4020,16.3289,7.4826
1,C,8.4205,16.3500,7.5091
1,C,8.4391,16.3710,7.5361
1,C,8.4576,16.3919,7.5633
1,C,8.4762,16.4128,7.5909
1,C,8.4947,16.4336,7.6188
1,C,8.5133,16.4543,7.6468
1,C,8.5318,16.4751,7.6751
1,C,8.5504,16.4959,7.7036
1,C,8.5689,16.5167,7.7321
1,C,8.5875,16.5377,7.7607
1,C,8.6060,16.5586,7.7894
1,C,8.6245,16.5798,7.8180
1,C,8.6431,16.6010,7.8466
1,C,8.6616,16.6224,7.8751
1,C,8.6802,16.6440,7.9034
1,C,8.6987,16.6658,7.9316
1,C,8.7173,16.6878,7.9595
1,C,8.7358,16.7101,7.9872
1,C,8.7544,16.7326,8.0146
1,C,8.7729,16.7554,8.0416
1,C,8.7915,16.7786,8.0682
1,C,8.8100,16.8021,8.0944
1,C,8.8286,16.8259,8.1201
1,C,8.8471,16.8501,8.1454
1,C,8.8657,16.8747,8.1700
1,C,8.8842,16.8997,8.1941
1,C,8.9028,16.9251,8.2175
1,C,8.9213,16.9510,8.2403
1,C,8.9399,16.9774,8.2624
1,C,8.9584,17.0042,8.2837
1,C,8.9770,17.0315,8.3043
1,C,8.9955,17.0594,8.3241
1,C,9.0140,17.0877,8.3430
1,C,9.0326,17.1166,8.3611
1,C,9.0511,17.1460,8.3782
1,C,9.0697,17.1760,8.3945
1,C,9.0882,17.2066,8.4098
1,C,9.1068,17.2377,8.4241
1,C,9.1253,17.2694,8.4374
1,C,9.1439,17.3016,8.4497
1,C,9.1624,17.3345,8.4610
1,C,9.1810,17.3680,8.4712
1,C,9.1995,17.4020,8.4803
1,C,9.2181,17.4367,8.4884
1,C,9.2366,17.4719,8.4953
1,C,9.2552,17.5077,8.5012
1,C,9.2737,17.5441,8.5059
1,C,9.2923,17.5811,8.5095
1,C,9.3108,17.6186,8.5120
1,C,9.3294,17.6567,8.5133
1,C,9.3479,17.6954,8.5135
1,C,9.3664,17.7346,8.5126
1,C,9.3850,17.7743,8.5106
1,C,9.4035,17.8146,8.5075
1,C,9.4221,17.8553,8.5033
1,C,9.4406,17.8965,8.4979
1,C,9.4592,17.9382,8.4915
1,C,9.4777,17.9803,8.4841
1,C,9.4963,18.0228,8.4755
1,C,9.5148,18.0658,8.4660
1,C,9.5334,18.1091,8.4554
1,C,9.5519,18.1528,8.4439
1,C,9.5705,18.1968,8.4313
1,C,9.5890,18.2411,8.4179
1,C,9.6076,18.2857,8.4034
1,C,9.6261,18.3305,8.3881
1,C,9.6447,18.3756,8.3719
1,C,9.6632,18.4209,8.3549
1,C,9.6818,18.4663,8.3371
1,C,9.7003,18.5119,8.3184
1,C,9.7188,18.5576,8.2990
1,C,9.7374,18.6034,8.2789
1,C,9.7559,18.6493,8.2581
1,C,9.7745,18.6952,8.2366
1,C,9.7930,18.7410,8.2145
1,C,9.8116,18.7869,8.1917
1,C,9.8301,18.8326,8.1685
1,C,9.8487,18.8783,8.1447
1,C,9.8672,18.9238,8.1204
1,C,9.8858,18.9692,8.0957
1,C,9.9043,19.0144,8.0705
1,C,9.9229,19.0594,8.0450
1,C,9.9414,19.1041,8.0191
1,C,9.9600,19.1485,7.9930
1,C,9.9785,19.1926,7.9666
1,C,9.9971,19.2363,7.9399
1,C,10.0156,19.2796,7.9131
1,C,10.0342,19.3226,7.8861
1,C,10.0527,19.3651,7.8590
1,C,10.0712,19.4071,7.8318
1,C,10.0898,19.4486,7.8046
1,C,10.1083,19.4896,7.7774
1,C,10.1269,19.5300,7.7502
1,C,10.1454,19.5699,7.7231
1,C,10.1640,19.6091,7.6961
1,C,10.1825,19.6477,7.6693
1,C,10.2011,19.6856,7.6426
1,C,10.2196,19.7228,7.6162
1,C,10.2382,19.7593,7.5900
1,C,10.2567,19.7950,7.5641
1,C,10.2753,19.8300,7.5385
1,C,10.2938,19.8642,7.5133
1,C,10.3124,19.8976,7.4885
1,C,10.3309,19.9302,7.4640
1,C,10.3495,19.9619,7.4401
1,C,10.3680,19.9927,7.4165
1,C,10.3866,20.0227,7.3935
1,C,10.4051,20.0518,7.3710
1,C,10.4236,20.0799,7.3491
1,C,10.4422,20.1072,7.3277
1,C,10.4607,20.1335,7.3069
1,C,10.4793,20.1588,7.2867
1,C,10.4978,20.1832,7.2672
1,C,10.5164,20.2066,7.2483
1,C,10.5349,20.2291,7.2301
1,C,10.5535,20.2506,7.2126
1,C,10.5720,20.2711,7.1957
1,C,10.5906,20.2907,7.1796
1,C,10.6091,20.3092,7.1642
1,C,10.6277,20.3268,7.1496
1,C,10.6462,20.3435,7.1356
1,C,10.6648,20.3591,7.1224
1,C,10.6833,20.3739,7.1100
1,C,10.7019,20.3876,7.0983
1,C,10.7204,20.4005,7.0873
1,C,10.7390,20.4124,7.0771
1,C,10.7575,20.4234,7.0676
1,C,10.7761,20.4336,7.0588
1,C,10.7946,20.4428,7.0507
1,C,10.8131,20.4513,7.0433
1,C,10.8317,20.4589,7.0366
1,C,10.8502,20.4657,7.0306
1,C,10.8688,20.4718,7.0253
1,C,10.8873,20.4772,7.0205
1,C,10.9059,20.4818,7.0164
1,C,10.9244,20.4859,7.0128
1,C,10.9430,20.4893,7.0097
1,C,10.9615,20.4921,7.0072
1,C,10.9801,20.4944,7.0051
1,C,10.9986,20.4962,7.0035
1,C,11.0172,20.4976,7.0022
1,C,11.0357,20.4986,7.0013
1,C,11.0543,20.4993,7.0007
1,C,11.0728,20.4997,7.0003
1,C,11.0914,20.4999,7.0001
1,C,11.1099,20.5000,7.0000
1,C,11.1285,20.5000,7.0000
1,D,0.0000,1.5000,7.0000
1,D,0.0170,1.5000,7.0000
1,D,0.0339,1.5000,7.0000
1,D,0.0509,1.5000,7.0000
1,D,0.0679,1.5001,7.0000
1,D,0.0849,1.5001,7.0000
1,D,0.1018,1.5002,7.0000
1,D,0.1188,1.5004,7.0000
1,D,0.1358,1.5006,7.0000
1,D,0.1527,1.5008,7.0000
1,D,0.1697,1.5011,7.0001
1,D,0.1867,1.5015,7.0001
1,D,0.2037,1.5020,7.0001
1,D,0.2206,1.5025,7.0001
1,D,0.2376,1.5031,7.0002
1,D,0.2546,1.5038,7.0002
1,D,0.2715,1.5047,7.0002
1,D,0.2885,1.5056,7.0003
1,D,0.3055,1.5066,7.0003
1,D,0.3225,1.5078,7.0004
1,D,0.3394,1.5091,7.0005
1,D,0.3564,1.5105,7.0005
1,D,0.3734,1.5121,7.0006
1,D,0.3903,1.5139,7.0007
1,D,0.4073,1.5157,7.0008
1,D,0.4243,1.5178,7.0009
1,D,0.4413,1.5200,7.0010
1,D,0.4582,1.5224,7.0011
1,D,0.4752,1.5250,7.0012
1,D,0.4922,1.5278,7.0014
1,D,0.5091,1.5307,7.0015
1,D,0.5261,1.5339,7.0017
1,D,0.5431,1.5373,7.0018
1,D,0.5601,1.5409,7.0020
1,D,0.5770,1.5448,7.0022
1,D,0.5940,1.5488,7.0024
1,D,0.6110,1.5531,7.0026
1,D,0.6279,1.5577,7.0029
1,D,0.6449,1.5625,7.0031
1,D,0.6619,1.5675,7.0033
1,D,0.6789,1.5728,7.0036
1,D,0.6958,1.5784,7.0039
1,D,0.7128,1.5842,7.0041
1,D,0.7298,1.5903,7.0044
1,D,0.7467,1.5966,7.0047
1,D,0.7637,1.6032,7.0050
1,D,0.7807,1.6101,7.0053
1,D,0.7977,1.6172,7.0056
1,D,0.8146,1.6246,7.0060
1,D,0.8316,1.6323,7.0063
1,D,0.8486,1.6403,7.0066
1,D,0.8655,1.6486,7.0069
1,D,0.8825,1.6571,7.0073
1,D,0.8995,1.6659,7.0076
1,D,0.9164,1.6751,7.0080
1,D,0.9334,1.6845,7.0083
1,D,0.9504,1.6942,7.0086
1,D,0.9674,1.7043,7.0090
1,D,0.9843,1.7146,7.0093
1,D,1.0013,1.7252,7.0097
1,D,1.0183,1.7362,7.0100
1,D,1.0352,1.7475,7.0104
1,D,1.0522,1.7590,7.0107
1,D,1.0692,1.7710,7.0111
1,D,1.0862,1.7832,7.0114
1,D,1.1031,1.7957,7.0118
1,D,1.1201,1.8086,7.0121
1,D,1.1371,1.8218,7.0124
1,D,1.1540,1.8354,7.0128
1,D,1.1710,1.8492,7.0131
1,D,1.1880,1.8635,7.0134
1,D,1.2050,1.8780,7.0137
1,D,1.2219,1.8929,7.0140
1,D,1.2389,1.9082,7.0143
1,D,1.2559,1.9238,7.0146
1,D,1.2728,1.9397,7.0149
1,D,1.2898,1.9560,7.0151
1,D,1.3068,1.9727,7.0154
1,D,1.3238,1.9896,7.0156
1,D,1.3407,2.0070,7.0159
1,D,1.3577,2.0246,7.0161
1,D,1.3747,2.0426,7.0163
1,D,1.3916,2.0610,7.0165
1,D,1.4086,2.0797,7.0167
1,D,1.4256,2.0987,7.0168
1,D,1.4426,2.1181,7.0170
1,D,1.4595,2.1379,7.0171
1,D,1.4765,2.1579,7.0172
1,D,1.4935,2.1784,7.0173
1,D,1.5104,2.1991,7.0173
1,D,1.5274,2.2202,7.0174
1,D,1.5444,2.2417,7.0174
1,D,1.5614,2.2635,7.0174
1,D,1.5783,2.2856,7.0173
1,D,1.5953,2.3081,7.0173
1,D,1.6123,2.3309,7.0172
1,D,1.6292,2.3541,7.0171
1,D,1.6462,2.3776,7.0169
1,D,1.6632,2.4015,7.0168
1,D,1.6802,2.4257,7.0166
1,D,1.6971,2.4502,7.0163
1,D,1.7141,2.4751,7.0161
1,D,1.7311,2.5004,7.0158
1,D,1.7480,2.5259,7.0155
1,D,1.7650,2.5518,7.0151
1,D,1.7820,2.5781,7.0147
1,D,1.7990,2.6047,7.0143
1,D,1.8159,2.6317,7.0138
1,D,1.8329,2.6590,7.0133
1,D,1.8499,2.6866,7.0128
1,D,1.8668,2.7146,7.0122
1,D,1.8838,2.7429,7.0115
1,D,1.9008,2.7715,7.0109
1,D,1.9178,2.8005,7.0102
1,D,1.9347,2.8297,7.0094
1,D,1.9517,2.8594,7.0087
1,D,1.9687,2.8893,7.0078
1,D,1.9856,2.9196,7.0069
1,D,2.0026,2.9502,7.0060
1,D,2.0196,2.9811,7.0051
